,app,purpose,amount,ticker,remarks,rewards,rewards ticker,prices,value,rewards prices,rewards value,total value
0,Etherfi,Restaking,0.21,ETH,Liquid,,,2713.8089420759748,569.8998778359547,,0,569.8998778359547
1,Wallet,hodl,0.0118,ETH,,,,2713.8089420759748,32.0229455164965,,0,32.0229455164965
2,Wallet,hodl,1.3,EIGEN,,,,1.73,2.249,,0,2.249
